material_id,formula,elements,num_elements,energy_above_hull,crystal_system,spacegroup_number,spacegroup_symbol,band_gap,theoretical,is_metal
mp-1223211,La2MgAl,"Al, La, Mg",3,0.02373983312500183,Tetragonal,123,P4/mmm,0.0,True,True
mp-30919,LaGa6Pd,"Ga, La, Pd",3,0.0,Tetragonal,123,P4/mmm,0.0,False,True
mp-1228913,Al2CoNi,"Al, Co, Ni",3,0.0,Tetragonal,123,P4/mmm,0.0,True,True
mp-1025375,YGa5Co,"Co, Ga, Y",3,0.0,Tetragonal,123,P4/mmm,0.0,False,True
mp-1222144,Mg2AgPd,"Ag, Mg, Pd",3,0.0,Tetragonal,123,P4/mmm,0.0,True,True
mp-30593,ZnCu2Ni,"Cu, Ni, Zn",3,0.005059939999999763,Tetragonal,123,P4/mmm,0.0,False,True
mp-1025241,ScGa5Fe,"Fe, Ga, Sc",3,0.005272000214284311,Tetragonal,123,P4/mmm,0.0,True,True
mp-1025242,ScGa5Co,"Co, Ga, Sc",3,0.0,Tetragonal,123,P4/mmm,0.0,True,True
mp-1216894,TiCuNi2,"Cu, Ni, Ti",3,0.08219570093750139,Tetragonal,123,P4/mmm,0.0,True,True
mp-1224940,Ga3Ni12Sn,"Ga, Ni, Sn",3,0.00707332968749963,Tetragonal,123,P4/mmm,0.0,True,True
mp-1066921,MnGaNi2,"Ga, Mn, Ni",3,0.028548952499999558,Tetragonal,123,P4/mmm,0.0,True,True
mp-1224309,HfGa2Ag,"Ag, Ga, Hf",3,0.05206853770833675,Tetragonal,123,P4/mmm,0.0,True,True
mp-1224529,HfInNi2,"Hf, In, Ni",3,0.07799076062096688,Tetragonal,123,P4/mmm,0.0,True,True
mp-1224492,HfInPd2,"Hf, In, Pd",3,0.03793851749999888,Tetragonal,123,P4/mmm,0.0,True,True
mp-12550,AlCuPt2,"Al, Cu, Pt",3,0.0,Tetragonal,123,P4/mmm,0.0,False,True
mp-1221948,MnGaIr2,"Ga, Ir, Mn",3,0.044557712499998736,Tetragonal,123,P4/mmm,0.0,True,True
mp-1224456,HfInPt2,"Hf, In, Pt",3,0.06577728984375142,Tetragonal,123,P4/mmm,0.0,True,True
mp-1191866,Y4Ga16Co3,"Co, Ga, Y",3,0.001833115289861631,Tetragonal,123,P4/mmm,0.0,False,True
mp-11300,TiCdHg2,"Cd, Hg, Ti",3,0.08908033250000358,Tetragonal,123,P4/mmm,0.0,False,True
mp-1216876,TiGaNi6,"Ga, Ni, Ti",3,0.0,Tetragonal,123,P4/mmm,0.0,True,True
mp-1207090,CuSnPd2,"Cu, Pd, Sn",3,0.03723896124999726,Tetragonal,123,P4/mmm,0.0,True,True
mp-1228126,Al5CuW2,"Al, Cu, W",3,0.005097319499999031,Tetragonal,123,P4/mmm,0.0,True,True
mp-1228921,Al3Ni2Pt,"Al, Ni, Pt",3,0.046795699583331185,Tetragonal,123,P4/mmm,0.0,True,True
mp-1221932,MgZnAg2,"Ag, Mg, Zn",3,0.021398320000000748,Tetragonal,123,P4/mmm,0.0,True,True
mp-1223230,La2AlZn,"Al, La, Zn",3,0.02369561187499869,Tetragonal,123,P4/mmm,0.0,True,True
